"No.","Time","Source","Destination","Protocol","Length","Info"
"257","16.247440","216.58.202.100","192.168.0.6","QUIC","66","Protected Payload (KP0)"
"258","16.762339","192.168.0.6","31.13.94.52","TLSv1.2","123","Application Data"
"259","16.777479","31.13.94.52","192.168.0.6","TCP","56","443  >  56353 [ACK] Seq=1 Ack=70 Win=441 Len=0"
"260","16.916978","31.13.94.52","192.168.0.6","TLSv1.2","125","Application Data"
"261","16.945054","192.168.0.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1 "
"262","16.946546","192.168.0.1","239.255.255.250","SSDP","326","NOTIFY * HTTP/1.1 "
"263","16.947162","192.168.0.1","239.255.255.250","SSDP","317","NOTIFY * HTTP/1.1 "
"264","16.947897","192.168.0.1","239.255.255.250","SSDP","391","NOTIFY * HTTP/1.1 "
"265","16.964660","192.168.0.6","31.13.94.52","TCP","54","56353  >  443 [ACK] Seq=70 Ack=72 Win=253 Len=0"
"266","17.382702","192.168.0.6","38.51.67.123","TLSv1.2","1121","Application Data"
"267","17.401851","38.51.67.123","192.168.0.6","TCP","56","443  >  57650 [ACK] Seq=1050 Ack=2126 Win=464 Len=0"
"268","17.546708","38.51.67.123","192.168.0.6","TLSv1.2","1115","Application Data"
"269","17.598659","192.168.0.6","38.51.67.123","TCP","54","57650  >  443 [ACK] Seq=2126 Ack=2111 Win=251 Len=0"
"270","17.739402","192.168.0.6","142.251.129.138","UDP","71","54210  >  443 Len=29"
"271","17.771736","142.251.129.138","192.168.0.6","UDP","68","443  >  54210 Len=26"
"272","18.747240","192.168.0.6","216.58.202.106","UDP","71","52432  >  443 Len=29"
"273","18.785675","216.58.202.106","192.168.0.6","UDP","67","443  >  52432 Len=25"
"274","18.856591","192.168.0.6","181.30.140.134","DNS","71","Standard query 0xc90f A i.ytimg.com"
"275","18.856632","192.168.0.6","200.61.188.26","UDP","124","56505  >  19192 Len=82"
"276","18.873500","181.30.140.134","192.168.0.6","DNS","263","Standard query response 0xc90f A i.ytimg.com A 172.217.173.246 A 172.217.172.86 A 142.251.134.22 A 142.251.133.214 A 142.250.79.86 A 142.251.129.150 A 142.251.134.86 A 142.250.79.150 A 216.58.202.86 A 172.217.172.118 A 142.251.133.246 A 216.58.202.118"
"277","18.881130","200.61.188.26","192.168.0.6","UDP","607","19192  >  56505 Len=565"
"278","18.882174","192.168.0.6","142.250.79.150","TCP","66","57841  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"279","18.909643","142.250.79.150","192.168.0.6","TCP","66","443  >  57841 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"280","18.909777","192.168.0.6","142.250.79.150","TCP","54","57841  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"281","18.910128","192.168.0.6","142.250.79.150","TLSv1.3","2290","Client Hello (SNI=i.ytimg.com)"
"282","18.938762","142.250.79.150","192.168.0.6","TCP","56","443  >  57841 [ACK] Seq=1 Ack=2237 Win=267520 Len=0"
"283","18.961788","142.250.79.150","192.168.0.6","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"284","18.961788","142.250.79.150","192.168.0.6","TLSv1.3","102","Application Data"
"285","18.962030","192.168.0.6","142.250.79.150","TCP","54","57841  >  443 [ACK] Seq=2237 Ack=1461 Win=65280 Len=0"
"286","18.963215","192.168.0.6","142.250.79.150","TLSv1.3","128","Change Cipher Spec, Application Data"
"287","18.963389","192.168.0.6","142.250.79.150","TLSv1.3","146","Application Data"
"288","18.963505","192.168.0.6","142.250.79.150","TLSv1.3","957","Application Data"
"289","18.964968","192.168.0.6","200.61.188.26","UDP","138","56505  >  19192 Len=96"
"290","18.964972","192.168.0.6","181.30.140.134","DNS","85","Standard query 0xb7ec A lh3.googleusercontent.com"
"291","18.991827","142.250.79.150","192.168.0.6","TLSv1.3","1006","Application Data, Application Data"
"292","18.992149","192.168.0.6","142.250.79.150","TLSv1.3","85","Application Data"
"293","18.992816","142.250.79.150","192.168.0.6","TLSv1.3","85","Application Data"
"294","18.993157","142.250.79.150","192.168.0.6","TLSv1.3","484","Application Data"
"295","18.993187","192.168.0.6","142.250.79.150","TCP","54","57841  >  443 [ACK] Seq=3337 Ack=2874 Win=65280 Len=0"
"296","18.993896","142.250.79.150","192.168.0.6","TLSv1.3","4290","Application Data, Application Data, Application Data"
"297","18.994127","192.168.0.6","142.250.79.150","TCP","54","57841  >  443 [ACK] Seq=3337 Ack=7110 Win=65280 Len=0"
"298","18.994288","142.250.79.150","192.168.0.6","TLSv1.3","2878","Application Data, Application Data"
"299","18.994385","192.168.0.6","142.250.79.150","TCP","54","57841  >  443 [ACK] Seq=3337 Ack=9934 Win=65280 Len=0"
"300","18.995291","142.250.79.150","192.168.0.6","TLSv1.3","1466","Application Data"
"301","18.995291","142.250.79.150","192.168.0.6","TLSv1.3","231","Application Data"
"302","18.995291","181.30.140.134","192.168.0.6","DNS","130","Standard query response 0xb7ec A lh3.googleusercontent.com CNAME googlehosted.l.googleusercontent.com A 142.251.134.1"
"303","18.995291","142.250.79.150","192.168.0.6","TLSv1.3","93","Application Data"
"304","18.995367","192.168.0.6","142.250.79.150","TCP","54","57841  >  443 [ACK] Seq=3337 Ack=11523 Win=65280 Len=0"
"305","18.995484","192.168.0.6","142.250.79.150","TCP","54","57841  >  443 [ACK] Seq=3337 Ack=11562 Win=65280 Len=0"
"306","18.995767","192.168.0.6","142.250.79.150","TLSv1.3","93","Application Data"
"307","19.009317","192.168.0.6","200.61.188.26","UDP","138","56505  >  19192 Len=96"
"308","19.015806","200.61.188.26","192.168.0.6","UDP","602","19192  >  56505 Len=560"
"309","19.017973","192.168.0.6","172.217.173.225","QUIC","1292","Initial, DCID=7527878cc34e8946, PKN: 1, PADDING, CRYPTO, PING, CRYPTO, PING, CRYPTO, PADDING, PING, PING, PING, PING, PING, PING, CRYPTO, PING"
"310","19.018058","192.168.0.6","172.217.173.225","QUIC","1292","Initial, DCID=7527878cc34e8946, PKN: 2, PADDING, CRYPTO, PING, PADDING, PING, CRYPTO, PING, PING, PADDING, CRYPTO"
"311","19.018186","192.168.0.6","172.217.173.225","QUIC","118","0-RTT, DCID=7527878cc34e8946"
"312","19.018382","192.168.0.6","172.217.173.225","QUIC","976","0-RTT, DCID=7527878cc34e8946"
"313","19.025788","142.250.79.150","192.168.0.6","TCP","56","443  >  57841 [ACK] Seq=11562 Ack=3376 Win=266496 Len=0"
"314","19.029058","192.168.0.6","172.217.173.225","QUIC","216","0-RTT, DCID=7527878cc34e8946"
"315","19.029381","200.61.188.26","192.168.0.6","UDP","602","19192  >  56505 Len=560"
"316","19.033802","172.217.173.225","192.168.0.6","QUIC","82","Initial, SCID=f527878cc34e8946, PKN: 1, ACK"
"317","19.034472","172.217.173.225","192.168.0.6","QUIC","1292","Initial, SCID=f527878cc34e8946, PKN: 2, ACK, PADDING"
"318","19.056033","172.217.173.225","192.168.0.6","QUIC","1292","Initial, SCID=f527878cc34e8946, PKN: 3, CRYPTO, PADDING"
"319","19.056033","172.217.173.225","192.168.0.6","QUIC","343","Protected Payload (KP0)"
"320","19.056261","172.217.173.225","192.168.0.6","QUIC","991","Protected Payload (KP0)"
"321","19.056483","172.217.173.225","192.168.0.6","QUIC","80","Protected Payload (KP0)"
"322","19.056483","172.217.173.225","192.168.0.6","QUIC","66","Protected Payload (KP0)"
"323","19.056523","192.168.0.6","172.217.173.225","QUIC","120","Handshake, DCID=f527878cc34e8946"
"324","19.056617","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"325","19.057671","172.217.173.225","192.168.0.6","QUIC","1288","Protected Payload (KP0)"
"326","19.057671","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"327","19.057907","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"328","19.057969","192.168.0.6","172.217.173.225","QUIC","77","Protected Payload (KP0), DCID=f527878cc34e8946"
"329","19.058016","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"330","19.058069","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"331","19.058243","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"332","19.058367","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"333","19.058525","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"334","19.059485","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"335","19.059485","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"336","19.059620","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"337","19.059900","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"338","19.059900","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"339","19.059900","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"340","19.059900","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"341","19.059900","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"342","19.059900","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"343","19.060103","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"344","19.060166","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"345","19.060190","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"346","19.060861","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"347","19.060861","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"348","19.061007","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"349","19.061361","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"350","19.061361","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"351","19.061361","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"352","19.061361","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"353","19.061526","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"354","19.061575","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"355","19.062307","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"356","19.062307","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"357","19.062502","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"358","19.063543","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"359","19.063543","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"360","19.063543","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"361","19.063742","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"362","19.063782","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"363","19.063810","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"364","19.063810","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"365","19.063810","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"366","19.063810","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"367","19.063961","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"368","19.063997","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"369","19.064364","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"370","19.064364","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"371","19.064656","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"372","19.064937","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"373","19.064937","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"374","19.064937","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"375","19.065173","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"376","19.065654","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"377","19.065654","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"378","19.065790","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"379","19.071107","172.217.173.225","192.168.0.6","QUIC","162","Protected Payload (KP0)"
"380","19.071332","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"381","19.071372","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"382","19.071644","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"383","19.071730","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"384","19.071885","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"385","19.073118","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"386","19.073261","192.168.0.6","172.217.173.225","QUIC","78","Protected Payload (KP0), DCID=f527878cc34e8946"
"387","19.073432","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"388","19.073966","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"389","19.074037","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"390","19.074193","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"391","19.074911","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"392","19.074969","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"393","19.075141","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"394","19.075737","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"395","19.075813","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"396","19.075980","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"397","19.077495","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"398","19.077705","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"399","19.078066","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"400","19.078066","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"401","19.078212","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"402","19.078965","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"403","19.078965","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"404","19.078965","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"405","19.079178","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"406","19.079342","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"407","19.079342","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"408","19.079342","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"409","19.079342","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"410","19.079490","192.168.0.6","172.217.173.225","QUIC","73","Protected Payload (KP0), DCID=f527878cc34e8946"
"411","19.079596","192.168.0.6","172.217.173.225","QUIC","74","Protected Payload (KP0), DCID=f527878cc34e8946"
"412","19.079680","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"413","19.079680","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"414","19.079784","192.168.0.6","172.217.173.225","QUIC","74","Protected Payload (KP0), DCID=f527878cc34e8946"
"415","19.080668","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"416","19.080782","192.168.0.6","172.217.173.225","QUIC","74","Protected Payload (KP0), DCID=f527878cc34e8946"
"417","19.080822","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"418","19.081107","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"419","19.081176","192.168.0.6","172.217.173.225","QUIC","74","Protected Payload (KP0), DCID=f527878cc34e8946"
"420","19.081983","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"421","19.082009","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"422","19.082043","192.168.0.6","172.217.173.225","QUIC","74","Protected Payload (KP0), DCID=f527878cc34e8946"
"423","19.082858","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"424","19.082858","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"425","19.082916","192.168.0.6","172.217.173.225","QUIC","74","Protected Payload (KP0), DCID=f527878cc34e8946"
"426","19.083080","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"427","19.083080","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"428","19.083164","192.168.0.6","172.217.173.225","QUIC","74","Protected Payload (KP0), DCID=f527878cc34e8946"
"429","19.083417","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"430","19.084251","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"431","19.084360","192.168.0.6","172.217.173.225","QUIC","75","Protected Payload (KP0), DCID=f527878cc34e8946"
"432","19.084456","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"433","19.085134","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"434","19.085226","172.217.173.225","192.168.0.6","QUIC","1000","Protected Payload (KP0)"
"435","19.085242","192.168.0.6","172.217.173.225","QUIC","75","Protected Payload (KP0), DCID=f527878cc34e8946"
"436","19.103228","192.168.0.6","142.251.129.142","UDP","71","55425  >  443 Len=29"
"437","19.115105","172.217.173.225","192.168.0.6","QUIC","67","Protected Payload (KP0)"
"438","19.115343","192.168.0.6","172.217.173.225","QUIC","74","Protected Payload (KP0), DCID=f527878cc34e8946"
"439","19.118589","192.168.0.6","172.217.173.225","QUIC","200","Protected Payload (KP0), DCID=f527878cc34e8946"
"440","19.137397","172.217.173.225","192.168.0.6","QUIC","1288","Protected Payload (KP0)"
"441","19.137397","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"442","19.137397","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"443","19.137699","192.168.0.6","172.217.173.225","QUIC","78","Protected Payload (KP0), DCID=f527878cc34e8946"
"444","19.137789","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"445","19.137789","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"446","19.137902","192.168.0.6","172.217.173.225","QUIC","74","Protected Payload (KP0), DCID=f527878cc34e8946"
"447","19.138745","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"448","19.138745","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"449","19.138745","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"450","19.138745","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
"451","19.138745","172.217.173.225","192.168.0.6","QUIC","1292","Protected Payload (KP0)"
